Date,Macro_Sentiment,Macro_News_Volume,Macro_Sentiment_3d
2021-12-07,-0.10868,5,0.028282380952380934
2021-12-08,-0.05309166666666667,12,-0.014767222222222239
2021-12-09,0.28613999999999995,5,0.041456111111111076
2021-12-10,0.11368,5,0.11557611111111109
2021-12-13,0.03666250000000001,8,0.14549416666666662
2021-12-14,0.181,5,0.11044749999999999
2021-12-15,0.10115,4,0.10627083333333331
2021-12-16,0.132475,4,0.13820833333333332
2021-12-17,0.22593333333333332,3,0.1531861111111111
2021-12-20,0.05827,10,0.13889277777777775
2021-12-21,0.0,4,0.09473444444444441
2021-12-22,-0.0890111111111111,9,-0.01024703703703706
2021-12-23,0.18758750000000002,8,0.03285879629629628
2021-12-27,-0.07859999999999999,5,0.006658796296296283
2021-12-28,0.0595375,8,0.05617499999999998
2021-12-29,0.046264705882352944,17,0.00906740196078429
2021-12-30,0.13455,8,0.08011740196078429
2021-12-31,0.10604374999999999,16,0.09561948529411761
2022-01-03,0.13293846153846156,13,0.12451073717948717
2022-01-04,0.17606666666666668,15,0.13834962606837606
2022-01-05,0.24614285714285716,7,0.18504932844932842
2022-01-06,0.12738,5,0.1831965079365079
2022-01-07,-0.20108333333333336,6,0.05747984126984123
2022-01-10,-0.0025999999999999973,9,-0.02543444444444448
2022-01-11,-0.07805714285714285,7,-0.09391349206349209
2022-01-12,0.08614285714285715,7,0.0018285714285714062
2022-01-13,0.08223333333333334,6,0.030106349206349182
2022-01-14,0.1482375,8,0.10553789682539681
2022-01-18,0.20987142857142857,7,0.14678075396825396
2022-01-19,0.15321249999999997,8,0.17044047619047617
2022-01-20,-0.016,8,0.11569464285714283
2022-01-21,-0.10013076923076923,13,0.012360576923076896
2022-01-24,-0.14054583333333334,24,-0.08555886752136754
2022-01-25,-0.06395,8,-0.10154220085470088
2022-01-26,0.0499090909090909,11,-0.05152891414141417
2022-01-27,0.27276,5,0.08623969696969695
2022-01-28,-0.07118571428571428,7,0.08382779220779218
2022-01-31,-0.00420909090909091,11,0.06578839826839826
2022-02-01,-0.12436,5,-0.06658493506493508
2022-02-02,0.00841249999999999,8,-0.04005219696969699
2022-02-03,0.13762000000000002,10,0.007224166666666652
2022-02-04,0.183375,8,0.10980249999999998
2022-02-07,-0.08210833333333334,12,0.07962888888888887
2022-02-08,0.0888,11,0.06335555555555554
2022-02-09,0.14447000000000002,10,0.050387222222222215
2022-02-10,0.23272857142857142,7,0.15533285714285713
